What is the difference between an SHN designated facility and a Government Quarantine Facility (GQF)?,"A GQF accommodates persons under quarantine who do not have suitable accommodation in Singapore to serve out their quarantine. Persons under Quarantine are those suspected to be a carrier of an infectious disease, or a contact of a person confirmed to have an infectious disease. An SHN designated facility is provided for those serving their SHN and are returning from selected countries which account for a higher share of imported cases. The SHN is a precautionary measure and persons under SHN will be required to stay in their rooms at the facility at all times."
What is the difference between SHN and LOA?,Persons taking leave of absence are allowed to leave their place of residence to purchase daily necessities or to attend to important personal matters. Persons issued a SHN should remain in their place of residence at all times during the 14-day period.
What must I do when I am on SHN? How will it affect my household members?,"You must remain in your place of residence at all times during the 14-day period. Do not leave your residence, even if it is to purchase food and essentials. If necessary, you may opt for home delivery services or enlist the assistance of others for your daily necessities. You should minimise contact with others, and avoid having visitors to your residence. You should maintain a record of persons you come into close contact with during this period. Monitor your health closely, i.e. twice daily for fever (i.e. ≥ 38°C) and respiratory symptoms such as cough and breathlessness. Maintain good personal hygiene, including regular hand washing with soap and water. Flush the toilet after use, and wash your hands before and after handling food or eating, and after going to the toilet. Do not touch your face. Cover your mouth when coughing or sneezing. Maintain good indoor ventilation. Carry out frequent cleaning of your place of residence. Do not share food, crockery, utensils and other personal hygiene items. Family members may continue to live with you and may continue with their daily activities. the SHN applies only to persons returning from affected areas listed in the advisory. Nonetheless, you should continue to monitor your health, observe good personal hygiene and seek medical attention if unwell."
What/Where are these facilities and how were they selected? Are they hotels? Can give us the names of the hotels?,"These are designated facilities that have been deemed suitable for PSHN to serve out their SHN, and will include hotels."
Where do I get the latest information on the disease situation?,"Health advisories and latest information on the local disease situation is available on the Singapore Ministry of Health website at www.moh.gov.sg. For queries, please call the MOH general enquiry hotline at 6325 9220. For the latest global disease situation, you may wish to refer to information on the World Health Organization website at www.who.int."
Why am I receiving the SHN?,This is a precautionary measure taken to minimise the risk of imported cases of COVID-19.
"Why are hotels being used as SHN designated facilities, and government properties being used as GQFs?",Hotels are being used as both SHN designated facilities and GQFs.
Will I be reimbursed for accomodation expenses occurred before I move to the new dedicated facilities?,"You will not be reimbursed for accommodation expenses incurred if you had arrived in Singapore from/via US/UK before 25 March, 2359hrs or France, Switzerland, India and ASEAN countries before 5 April, 2359hrs. For reimbursement of pre-booked expenses for persons arriving in Singapore from/via US/UK after 25 March, 2359hrs or France, Switzerland, India and ASEAN countries after 5 April, 2359hrs, you may submit a request at www.go.gov.sg/shnhotelneeds."
Will I still have SHN if I am already serving my LOA?,"No. SHN will only take effect from 18 Feb, 2359. For persons under LOA, you will continue to complete your period of LOA."
Will my family members and friends who did not travel with me be able to attend work or school?,They may continue with their daily activities as they did not travel to other countries and do not fall under this notice.
Will the hotels still be safe to stay in after being used as SHN facilities?,Yes. The hotels are cleaned rigorously according to guidelines from MOH and National Environment Agency (NEA).
Will there be exceptions made for those with extenuating circumstances that make it difficult for them to stay in the designated SHN facilities?,"For those with extenuating circumstances, such as medical conditions or mobility issues, they should provide the details in this form at www.go.gov.sg/shnhotelneeds. They can also contact the SHN Helpline at 6812 5555 for more information."
Will those serving out SHN in the facilities be monitored for security?,There will be enforcement to ensure compliance with the SHN requirements.
Can I still apply for the Temporary Relief Fund?,"Application for the Temporary Relief Fund (TRF) and appeals for TRF have closed on 30 Apr 2020. You may wish to apply for COVID-19 Support Grant (CSG) online, which started on 04 May 2020, if you are eligibile. Eligibility criteria can be found at go.gov.sg/msf-csg-faqs You can apply for CSG online at go.gov.sg/CSG If you do not meet the eligibility criteria for CSG & need financial assistance, you may call ComCare hotline (1800-222-0000) to request for an appointment with your nearest SSO."
"Some applicants may be daily-rated employees/ odd-job labourers who sufferhave supported an income loss, but do not ing documents to prove it. Can they still apply for the Temporary Relief Fund?","Application for the Temporary Relief Fund (TRF) and appeals for TRF have closed on 30 Apr 2020. You may wish to apply for COVID-19 Support Grant (CSG) online, which started on 04 May 2020, if you are eligibile. Eligibility criteria can be found at go.gov.sg/msf-csg-faqs You can apply for CSG online at go.gov.sg/CSG If you do not meet the eligibility criteria for CSG & need financial assistance, you may call ComCare hotline (1800-222-0000) to request for an appointment with your nearest SSO."
Are ComCare beneficiaries eligible for the Temporary Relief Fund?,"No, ComCare beneficiaries currently receive comprehensive support for their basic living expenses, including cash assistance, assistance with household bills, and assistance with medical bills. If ComCare beneficiaries require more assistance due to changes in financial circumstances, the SSO will work with them to review their assistance package."
Can a proxy (household member/spouse) apply on behalf of the affected person?,"Application for the Temporary Relief Fund (TRF) and appeals for TRF have closed on 30 Apr 2020. You may wish to apply for COVID-19 Support Grant (CSG) online, which started on 04 May 2020, if you are eligibile. Eligibility criteria can be found at go.gov.sg/msf-csg-faqs You can apply for CSG online at go.gov.sg/CSG If you do not meet the eligibility criteria for CSG & need financial assistance, you may call ComCare hotline (1800-222-0000) to request for an appointment with your nearest SSO."
Can applicants apply for the Temporary Relief Fund online if they do not have a PayNow account?,"Application for the Temporary Relief Fund (TRF) and appeals for TRF have closed on 30 Apr 2020. You may wish to apply for COVID-19 Support Grant (CSG) online, which started on 04 May 2020, if you are eligibile. Eligibility criteria can be found at go.gov.sg/msf-csg-faqs You can apply for CSG online at go.gov.sg/CSG If you do not meet the eligibility criteria for CSG & need financial assistance, you may call ComCare hotline (1800-222-0000) to request for an appointment with your nearest SSO."
"Can part-timers/ freelancers apply for TRF? If yes, what documents do I need to provide to prove the loss of income?","Application for the Temporary Relief Fund (TRF) and appeals for TRF have closed on 30 Apr 2020. You may wish to apply for COVID-19 Support Grant (CSG) online, which started on 04 May 2020, if you are eligibile. Eligibility criteria can be found at go.gov.sg/msf-csg-faqs You can apply for CSG online at go.gov.sg/CSG If you do not meet the eligibility criteria for CSG & need financial assistance, you may call ComCare hotline (1800-222-0000) to request for an appointment with your nearest SSO."
Can TRF recipients receive support from the Self-Employed Person Income Relief Scheme (SIRS)?,TRF recipients who are self-employed persons and meet the criteria for SIRS can also receive support from SIRS. Visit http://www.ntuc.com.sg/sirs for more information.
"For online applications, can applicants submit multiple documents to show proof of their loss of job or income due to COVID-19?","Please note that there are two document upload fields in the online application form. The first field is for applicant to upload document proof of income before COVID-19 (see S/N 7 in the online application form). The document to upload in the second field depends on which option is selected in Section B of the online application form (see S/N 8 in the online application form): If 'I have lost my job' option is selected, applicant will need to upload proof of job loss (i.e. retrenchment/ termination/ no-pay leave letter). If 'I have lost at least 30% of my personal income' option is selected, applicant will need to upload proof of income loss (i.e. monthly pay slip, CPF statement). Form.sg allows one document to be uploaded per field. If members of the public wish to submit more than one document per field, they can either (i) take one photo of all the relevant documents side by side, or (ii) use a photo collage app such as ""Photo Grid/Pic Collage"" to create a collage of photos of relevant documents to submit as one picture (document) online. The file size limit is 1mb."
How can applicants find out the status of their application for their Temporary Relief Fund?,"MSF and PA have received more than 100,000 applications for the Temporary Relief Fund. We will do our best to process all applications as soon as possible. For applicants who: Applied online via go.gov.sg/temporary-relief-fund They will be notified of the outcome via SMS. Applied at a Social Service Office (SSO) If their application is successful, applicants will be notified by SMS or phone call to collect their cheque. If their application is unsuccessful, applicants will be notified via SMS. Applied at a Community Club/ Centre (CC) If they are successful and: if they indicated the preference to receive assistance via PayNow, applicants who indicated preference to receive assistance via PayNow will receive a notification from the PayNow service, when the assistance has been credited into their account. If they indicated the preference to receive assistance via crossed cheque, applicants will be notified by their CC to collect their cheque. If they are unsuccessful: applicants will be notified via SMS."
How can I apply for the Self-Employed Person Income Relief Scheme (SIRS)?,"SIRS helps Singaporeans self-employed person (SEPs)  with less means and family support tide over this period of exrraordinary economic uncertainty. It is managed by NTUC. For more information and application, please visit www.ntuc.com.sg/sirs."
How do applicants set up a PayNow account?,Members of public can visit https://www.abs.org.sg/consumer-banking/pay-now for instructions on how to set up their PayNow account.
How do I appeal if my application for the TRF is unsuccessful?,"Application for the Temporary Relief Fund (TRF) and appeals for TRF have closed on 30 Apr 2020. You may wish to apply for COVID-19 Support Grant (CSG) online, which started on 04 May 2020, if you are eligibile. Eligibility criteria can be found at go.gov.sg/msf-csg-faqs You can apply for CSG online at go.gov.sg/CSG If you do not meet the eligibility criteria for CSG & need financial assistance, you may call ComCare hotline (1800-222-0000) to request for an appointment with your nearest SSO."
How do I apply for the Temporary Relief Fund?,"Application for the Temporary Relief Fund (TRF) and appeals for TRF have closed on 30 Apr 2020. You may wish to apply for COVID-19 Support Grant (CSG) online, which started on 04 May 2020, if you are eligibile. Eligibility criteria can be found at go.gov.sg/msf-csg-faqs You can apply for CSG online at go.gov.sg/CSG If you do not meet the eligibility criteria for CSG & need financial assistance, you may call ComCare hotline (1800-222-0000) to request for an appointment with your nearest SSO."
How do I return the TRF money?,"You can submit your request at https://go.gov.sg/trf-refund-form (Login with SingPass). For those who want to return an unbanked TRF cheque or cashier's order, you may visit your nearest Social Service Office."
How do I show that my loss of job or income is due to COVID-19?,"Provide supporting documents that show that you had lost your job or at least 30% of your income after 23 Jan 2020, when COVID-19 first occurred in Singapore. Examples include letter of retrenchment, termination of contract or payslips."
How is the Temporary Relief Fund different from ComCare Interim Assistance?,"The Temporary Relief Fund is a one-off assistance scheme available only in April 2020, to help Singaporeans tide through the COVID-19 situation. The Temporary Relief Fund provides one-off support of $500 to SCs/PRs who lost their jobs or a substantial proportion of income due to COVID-19. After April 2020, households in need of financial assistance may apply for other assistance schemes that they are eligible for. ComCare Interim Assistance provides support to low-income households who need urgent and immediate financial assistance."
How long will it take for applicants to receive the payout after being notified that their online application is successful via SMS?,"After receiving the SMS notification, applicants with a valid PayNow account will receive the payout on the next working day through their PayNow account. Applicants without a valid PayNow account will receive a crossed cheque in about 2 weeks."
What are the eligibility criteria for the Temporary Relief Fund?,"The eligibility criteria for the Temporary Relief Fund (TRF) are as follows: Singapore Citizens or Permanent Residents aged 16 years and above. Was retrenched or suffered substantial (at least 30%) loss of personal income due to COVID-19. (Note: Loss of job or income must have taken place after 23 Jan 2020 when COVID-19 first occurred in Singapore) Had a gross monthly household income of ≤$10,000, or a gross monthly per capita income of ≤$3,100 prior to loss of job or income; and Not a current beneficiary of ComCare assistance, i.e. Long-Term Assistance, Short-to-Medium-Term Assistance, Interim Assistance. (Note: ComCare clients currently receive comprehensive support, and will be assisted by SSOs if they require more assistance due to changes in their financial circumstances) Full-time students and NSFs should not apply."
"What if I am ineligible for Temporary Relief Fund, but I need financial help?",Please visit your nearest SSO or call the ComCare hotline (1800-222-0000). We will look into how we can help you.
What if I do not have document proof that I lost my job or income?,"We require supporting documents e.g. letter of retrenchment and payslips. If you do not have these documents for valid reasons (e.g. you are a SEP who does not have payslips), you may make a self-declaration. Action will be taken against those who make false declarations."
What should applicants do if their online application hangs or did not go through?,Applicants should see an acknowledgement page after clicking the “Submit” button. Applicants who do not see this acknowledgement page should resubmit their online application. Only 1 valid application is accepted per individual.
What should applicants do if they submitted the wrong document in the online application?,"Once submitted, the online application cannot be cancelled or retrieved. If a wrong submission was made, applicants can approach the nearest SSO or CC to re-apply in person. Applicants should state that they are: (a) re-applying in person as their online application has error, (b) date of their online application, (c) which data field in their online application contains an error, so that the SSO/CC staff can record this during the manual application process."
Where can I find out more about the Temporary Relief Fund?,Please click here for more information on the Temporary Relief Fund (TRF).
Why is the Temporary Relief Fund only for April 2020?,"The Temporary Relief Fund provides interim assistance for Singaporeans who are affected by COVID-19's economic impact and who need immediate financial help with their basic living expenses. Singaporeans who need further support after April 2020 may be helped by other Government schemes, including the COVID-19 Support Grant which will assist SC/PR employees who have lost their jobs due to COVID-19. The COVID-19 Support Grant is available from 1 May 2020. Go to go.gov.sg/msf-covid19-support for a summary of support schemes for Singaporeans affected by COVID-19. Videos are also available at go.gov.sg/msf-covid19-support-videos."
"I wish to go to different Social Service Offices (SSO) for my assistance, can I do so?","If you are currently receiving assistance, you will need to approach your officer to request for a transfer to another Social Service Offices (SSO). You may transfer to a different SSO only if you have a valid reason. For example, you work near a particular SSO or are planning to move away. The transfer will be permanent, and you will approach the new SSO for future applications. If you are not receiving assistance at the moment, please go to the SSO nearest to where you live, or most accessible to you."
What are my rights if ComCare makes a decision I disagree with?,"There are multiple layers of checks and assessments before the outcome of a ComCare application is determined. As we require more information of your feedback, please provide us with your contact details here."
Is there any financial assistance for families who are unable to afford child care fees even after the Basic and Additional Subsidies?,"Low income families with extenuating circumstances can apply for further child care financial assistance if they are unable to afford child care fees, even after receiving the Basic and Additional Subsidies. They can also apply for a one-time grant to cover the initial start-up costs of enrolling a child in the centre. Children who are Singapore Citizens and placed in affordable child care centres can be considered for further financial assistance. Both parents should also be working at least 56 hours per month, or produce valid reasons for not working, such as medical leave, incarceration, looking for work, or is certified as a full-time caregiver for a dependent. Relevant supporting documents should accompany the application. Eligible families may apply through the child care centre. For more information, please approach the child care centre which your child is enrolled to."
Are there any assistance available for pre-delivery expenses?,Information on the Ministry of Health's Medisave Maternity Package can be found on the Heybaby website.
Can I apply for ComCare financial assistance if I am overseas?,ComCare financial assistance is rendered to Singapore Citizens or Permanent Residents who are residing in Singapore. You may wish to find out if there is any financial support or social assistance at the state where you are currently residing at.
Can I apply for ComCare financial assistance online?,"To apply for financial assistance, please approach the Social Service Office (SSO) for a holistic assessment of your financial situation. The SSO officer will conduct an in-depth interview with you to understand your circumstances and work with you on the possible action plans to improve your situation. In the event if you require other forms of assistance, the SSO may link you up with social/community services agencies or government agencies. You may locate the nearest SSO to your residence here. If you are unable to visit the SSO for assistance due to mobility issue, please call ComCare Hotline at 1800-222-0000 or provide us with your contact details here to make an alternative arrangement."
Can I apply for multiple assistance schemes?,"Our officers will conduct a holistic assessment on your circumstances to determine your eligibility. Depending on the needs, they may also link you up with other agencies for assistance."
Can single mothers apply for financial assistance?,"If you are seeking financial assistance for yourself or your family members, you may approach Social Service Office (SSO) nearest to your residence. The SSO will assess your situation to determine your eligibility for assistance. You can find the SSO nearest to your residence or place of work by entering the postal code of the address at https://www.msf.gov.sg/ssolocator."
Do I need to fix an appointment with an Social Service Offices (SSO) before I go in?,"You do not need to fix an appointment with Social Service Offices (SSO). You may walk in during the operating hours. The Social Service Offices (SSOs) are open from Mondays to Fridays, 9am to 6pm (last registration at 5pm). The following SSOs are open on Saturdays, 9am-1pm: SSO @ Woodlands SSO @ Jurong East SSO @ Tampines SSO @ Toa Payoh"
Do we need to be a Singaporean to be eligible for the ComCare Financial Assistance?,"To be eligible for ComCare Financial Assistance, you need to be a Singapore Citizen or Permanent Resident (at least one immediate family member in the same household must be a Singapore Citizen)"
How are the applicants for assistance assessed?,"The SSOs adopt a holistic approach to assessing applicants’ need for financial assistance. This includes assessment of income, expenditure, savings, and support network, to ensure that the assistance is customised to the applicant's needs."
"How can the government help tissue sellers who are elderly, or handicapped or look like they need help?","If you noticed someone who need assistance, please encourage them to call ComCare Helpline at 1800-222-0000. We will advise him on the social assistance available. If you are calling on behalf of someone who needs assistance, please call our hotline and provide us with information such as the location, time and description so that our staff can locate and offer assistance to the person."
How do I apply for School pocket money fund?,Students can apply for The Straits Times School Pocket Money Fund through their respective participating schools or through the nearest Family Service Centre. You may refer to The Straits Times School Pocket Money Fund website for more information.
How does ComCare help the society?,ComCare has the following objectives: 1. To provide assistance to Singapore citizens and permanent residents of Singapore and their family members living in Singapore who are in financial or other difficulties to enable them to: attain sufficient income to meet their basic needs; address the development issues faced by their children; facilitate their integration into society 2. To develop programmes to enhance the capacity of the community to undertake the objectives mentioned above.
How long is the ComCare assistance valid for?,The officers at the Social Service Office will conduct a holistic assesment to determine how long you will be eligible for the ComCare assistance schemes.
I am not sure if I qualify for financial assistance. Can I get help for myself and/or my family?,"If you are seeking financial assistance for yourself and/or your family members, you may approach the Social Service Office (SSO) nearest to your residence. The SSO will assess your situation to determine eligibility for assistance. You can check the SSO e-locator to determine the nearest SSO to you here."
I see a number of people playing musical instruments in public and collecting money. Is this begging?,Busking falls under the purview of the National Arts Council (NAC). A permit is required from NAC to do busking.
I wish to apply for Financial Assistance (FA) but am unable to visit the Social Service Offices (SSO) for assistance?,"If you are unable to visit the SSO for assistance due to mobility issue, please call ComCare Call at 1800 222 0000 about your request and a Social Service Office (SSO) will contact you to arrange an appointment date."
Is financial assistance available for burial expenses?,The officers at the Social Service Office will conduct a holistic assessment to determine your eligibility for the ComCare assistance schemes.
Must I inform my SSO officer if my circumstances / financial situation change?,You should inform your Social Service Office (SSO) officer should there be a change in your circumstances. This will allow your officer to review your application in a timely manner.
Question on my client's Financial Assistance,"If you have questions pertaining to the Financial Assistance your client might be receiving from the SSO currently, please speak directly to your client's officer at the SSO. This includes questions on: Whether or not your client if receiving Financial Assistance Status/ outcome of Financial Assistance application Amount of Financial Assistance Appeals for higher amount of assistance"
Question on my financial assistance,"If you have questions pertaining to the current Financial Assistance you are receiving from the SSO, please speak to your officer at the SSO directly. This includes questions on: Status/ outcome of Financial Assistance application Amount of Financial Assistance Appeals for higher amount of assistance"
What are the opening hours of SSOs?,"The Social Service Offices (SSOs) are open from Mondays to Fridays, 9am to 6pm (last registration at 5pm). The following SSOs are open on Saturdays, 9am-1pm: SSO @ Woodlands SSO @ Jurong East SSO @ Toa Payoh SSO @ Tampines"
What are the Social Service Offices (SSOs) operation hours?,"The Social Service Offices (SSOs) are open from Mondays to Fridays, 9am to 6pm (last registration at 5pm). The following SSOs are open on Saturdays, 9am-1pm: SSO @ Woodlands SSO @ Jurong East SSO @ Tampines SSO @ Toa Payoh"
What does gross salary refer to?,You may refer to the Ministry of Manpower (MOM)'s website for information on gross monthly income.
What is ComCare?,The Community Care Endowment Fund (“ComCare Fund”) was launched by Prime Minister Lee Hsien Loong on 28 June 2005 as a sustainable source of funds to provide social assistance to low-income Singaporeans. The interest income generated from the ComCare Fund is used to fund ComCare programmes.
What is the contact number for ComCare Call?,ComCare Call number is 1800-222-0000.
"What is the financial assistance available to the low-income and needy families, and how can I apply?",There are different types of financial assistance available for those who need different types of help: Help Required Scheme I’m unable to work Public Assistance / Long-Term Assistance (PA) or Short-to-Medium Term Assistance (SMTA) I need temporary assistance Short-to-Medium Term Assistance (SMTA) I’m a parent in need of education subsidies Student Care Financial Assistance (SCFA) You should approach your nearest SSO to see how best they can help you. They will advise you on the necessary schemes to apply for in your situation. You can find the SSO nearest to your residence or place of work by entering the postal code of the address here.
What is the role of the SSOs in social assistance?,"The SSOs offer financial assistance through schemes under the ComCare Fund, and ensure prompt delivery of relevant social services in their neighbourhood. Being closer to the ground, they are able to understand the needs of residents, and the help available in the community. SSOs can also link clients up with relevant agencies."
What is the status of my Milk Fund application?,MSF does not administer the Milk Fund. Please approach the relevant organisations that you have applied for Milk Fund with.
Where can I find the nearest Social Service Offices (SSO)?,You may locate the nearest Social Service Offices (SSO) to your residence here.
Where can I go to for financial help?,"Please visit the Social Service Office (SSO) near your home or workplace. The SSOs administer the government financial assistance under ComCare. The officer will first assess your circumstances, before determining how best to assist you. You can find the SSO nearest to your home or workplace by entering the postal code of your address here."
How can I submit the supporting documents to claim for my HOPE incentive?,You may submit the following documents via the following channels: Email to MSF officer-in-charge Arrange to meet your assigned mentor who you have met during your first mentoring session.
How do I apply for Education Bursary under HOPE Scheme?,Those who are eligible for the HOPE scheme can approach their MSF officer-in-charge or HOPE Mentor directly to apply for Education Bursary for your child.
How to apply for HOPE Scheme?,"Please approach the nearest Social Service Offices (SSO) to your residence to apply for the HOPE scheme. You can find one nearest to your home here. To learn more about the HOPE scheme, please click here."
What is Home Ownership Plus Education (HOPE) scheme?,You can find information about the HOPE scheme on our website.
When do I receive my Conditional Housing Grant annually?,MSF will notify you by end July if you are an existing beneficiary of the HOPE scheme and is eligible to receive the Conditional Housing Grant.
When do I receive my Education Bursary (cash) annually?,"If your child is an existing beneficiary and is eligible to receive Education Bursary (cash), if your child is a: Preschool student – you will need to submit supporting documents to MSF within the same calendar year. Primary/Secondary/Pre-U/JC student – you do not need to provide supporting documents. MSF will notify you by end April. ITE/Polytechnic student – you do not need to provide supporting documents. MSF will notify you by end July University student – you do not need to provide supporting documents. MSF will notify you by end October."
When is my first mentoring session for HOPE Scheme?,MSF officer-in-charge will initiate the first mentoring session with you and your assigned mentor.
Who can apply for HOPE scheme?,"Only mothers who are married, divorced or widowed with custody, and care and control of her child is eligible for the HOPE Scheme. To learn more about the HOPE scheme, please click here."
Can MSF help me with my appeal for HDB flat?,"Besides financial assistance, the Social Service Office (SSO) officer may also assist you to look for work, undergo training or link you up with other help agencies or community partners, such as the Family Service Centre (FSC) or the Housing Development Board (HDB), depending on your needs."
Housing Assistance for low-income,"All public housing matters comes under the purview of the Housing and Development Board (HDB). Please contact HDB directly concerning your housing issues. However, should you or your family member need financial assistance, please approach a Social Service Office (SSO) for help. The SSOs administer the government financial assistance under ComCare. The officer will first assess your circumstances, before determining how best to assist you. You may locate the nearest SSO to your residence here."
Are ComCare Long Term Assistance (LTA) recipients eligible for Silver Support?,"ComCare Long Term Assistance recipients aged 65 and above will be eligible for Silver Support. They will receive a Silver Support payout of $300 every quarter, which is the equivalent of $100 per month. The total Government cash assistance provided to them through ComCare and Silver Support will be $600 per month."
Can I use the PA/ LTA Card for dental services?,"If you are a Public Assistance or Long Term Assistance cardholder, you will receive subsidies for selected dental services at participating CHAS dental clinics upon producing your PA/ LTA card and NRIC upon registration with the clinic. If you need assistance with your medical bills, please approach a medical social worker at your hospital / polyclinic."
Do PA/ LTA recipients need to pay for their in-patient charges with an MFAC card?,"The Medical Fee Assistance Card (MFAC) and Medical Fee Exemption Card (MFEC) cards can be used for basic medical treatments at the public hospitals and polyclinics. For further information, please approach your Medical Social Worker at the hospital or polyclinic."
Does the PA/ LTA card have an expiry date?,The Public Assistance or Long Term Assistance card is valid for as long as you are assisted on the Public Assistance or Long Term Assistance scheme.
How can I apply for the Long Term Assistance (LTA) scheme?,"To apply for the Long Term Assistance (LTA) scheme, please approach the Social Service Office (SSO) nearest to your home. The SSO officer will assess your needs accordingly. You can find out more on the ComCare assistance schemes on MSF's website."
How can the Public Assistance scheme help the needy?,"Public Assistance (or Long-Term Assistance) provides assistance for individuals who are permanently unable to work due to old age, illness or unfavourable family circumstances."
How long is the Long Term Assistance (LTA) valid for?,"Public Assistance (or Long-Term Assistance) are for individuals who are permanently unable to work due to old age, illness or unfavourable family circumstance. There would be regular reviews conducted by our officers to endure individuals' eligibility."
How much assistance will the needy elderly receive under ComCare Long Term Assistance (LTA) and Silver Support?,"Long Term Assistance, or LTA recipients aged 65 and above will receive a standard Silver Support payout of $300 per quarter, equivalent to $100 per month. They will continue to receive their LTA assistance."
"If I already receive ComCare LTA and SMTA and I start receiving Silver Support, will my ComCare assistance be reduced?",There will be no change to the assistance you already receive.
"If I qualify for a higher Silver Support payout and I am placed on ComCare Long Term Assistance (LTA), will my Silver Support payout be reduced?","Since you will be receiving Long Term Assistance or LTA, your Silver Support rates will be aligned to that of other ComCare LTA recipients."
Is the Long Term Assistance (LTA) assistance sufficient to meet the needs of the needy?,MSF reviews the Long Term Assistance (LTA) scheme and rates regularly to ensure they are adequate for clients’ specific needs and keeps pace with the cost of living. MSF will continue to monitor and adjust the scheme accordingly to meet the needs of our clients.
Is the Long Term Assistance (LTA) scheme eligibility criterion too stringent?,"The Long Term Assistance (LTA) scheme aims to provide long-term assistance to needy Singapore Citizens and Permanent Residents who are permanently unable to work due to old age, illness, disability or unfavourable family circumstances. They often have little or no means of income and family support. Families or individuals who are facing temporary financial difficulties e.g. loss of job or chronic illness can be supported by other ComCare schemes, such as the Short-to-Medium Term Assistance."
"Since Long Term Assistance (LTA) clients will also qualify for Silver Support, will they receive too much government assistance?","Unlike Long Term Assistance (LTA) which is a discretionary financial assistance scheme, Silver Support is primarily intended to temper inequalities through life by providing a modest yet meaningful cash supplement to the bottom 20-30% of elderly Singaporeans. LTA recipients aged 65 and above would form part of this target group of Silver Support recipients. Nonetheless, in implementing the Silver Support payout for LTA recipients, we have taken into account that their basic living expenses are already covered under LTA. Hence, eligible LTA recipients will thus receive an income supplement of $300 per quarter (i.e. $100 per month) through Silver Support."
What are the Long Term Assistance (LTA) scheme rates?,"The Long Term Assistance rates are: Household Type Cash Rates 1 Adult $500 2 Adults $870 3 Adults $1,130 4 Adults $1,450 To support a school-going child's out-of-pocket expenses, up to $150 per child per month."
What assistance is available for Long Term Assistance (LTA) recipients?,"ComCare Long Term Assistance (LTA) recipients receive a monthly cash assistance ranging from $500 for a 1-person household to $1,450 for a 4-person household. Families with children receive an additional allowance of $150 per child per month. Other than the monthly cash assistance, LTA recipients with additional or specialised needs, such as healthcare or hygiene consumables, will receive additional help depending on their individual requirements. Assistance is also provided for those who require once-off essentials such as assistive devices or household appliances. Other forms of assistance include free medical treatment in polyclinics and restructured hospitals, free or highly subsidised social services, and supplementary assistance in cash or in kind. What are the existing LTA/ PA rates? How can I apply for LTA?"
Who is eligible for the ComCare Long Term Assistance (LTA) scheme?,"The ComCare Long Term Assistance (LTA) Scheme is targeted at the most needy who are permanently unable to work due to old age, illness or disability, have limited or no means of income, and little or no family support. You may be eligible for Long Term Assistance if: You are unable to work due to old age, illness or unfavourable family circumstances You have no means of stable income You are elderly persons who receive only a small monthly payout from CPF Minimum Sum/ CPF Life, Pension, Eldershield, Lease Buyback Scheme, and the monthly payout is lower than the prevailing PA rates You are elderly persons whose children are low income themselves and unable to support their parents. The children must be supporting their own families and each have household income of $1,900 and below, or per capita household income of $650 and below You are a Singapore Citizen or a Permanent Resident"
Why do Long Term Assistance (LTA) recipients receive the lowest tier of SS?,"Long Term Assistance (LTA) beneficiaries receive comprehensive assistance: cash for their daily living expenses, free medical treatment at restructured hospitals and polyclinics, additional assistance for recurrent and hygiene needs, assistive devices or household appliances, free or highly subsidised social services, and other supplementary assistance in cash or in kind. MSF reviews the LTA cash assistance rates regularly to ensure that it keeps pace with the cost of living to help recipients meet their daily needs. This year, we will be increasing the LTA cash assistance rate for a 1-person household to $500 per month. The rates for larger household sizes will also be increased. In implementing the Silver Support payout for LTA recipients, we took into account that their basic living expenses are already covered under LTA. The majority of LTA recipients are elderly. As the Silver Support payouts are to supplement other forms of retirement income, we have set the Silver Support payout for eligible LTA recipients at $300 per quarter (i.e. $100 per month). The total Government cash assistance provided to them through ComCare and Silver Support will be $600 per month."
Will ComCare Short-to-Medium Term Assistance (SMTA) clients be eligible for Silver Support? How will it affect SMTA amounts?,Short-to-Medium Term Assistance (SMTA) recipients who meet the eligibility criteria for the Silver Support scheme will receive Silver Support. The amount of Silver Support benefits will vary according to the type of HDB flat that the recipient is living in. Those living in smaller HDB flats will receive more Silver Support benefits. We will take into consideration the Silver Support payout when assessing the eligibility for and quantum of financial assistance needed by the clients.
Will I still receive Long Term Assistance (LTA) if I am enrolled into a home?,The officers at the Social Service Office will conduct a holistic assessment to determine your eligibility for the ComCare assistance schemes.
Can CHAS pay for home medical help?,"For information on subsidies for government-funded Intermediate Long-Term Care Services, please refer to this page on MOH’s website."
Can ComCare help with medical fees?,"ComCare financial assistance is meant to assist recipients with their basic daily living expenses such as food and hygiene. You can approach the SSO nearest to your home should you require ComCare financial assistance. If you need medical assistance, you can approach the Medical Social Worker (MSW) at the hospital or polyclinic where you are seeking treatment.The Medical Social Worker will assist you wherever possible."
Can MFAC pay for my dental?,"The Medical Fee Assistance Card (MFAC) and Medical Fee Exemption Card (MFEC) can be used for basic medical treatments at the public hospitals and polyclinics. For further information, please approach your Medical Social Worker at the hospital or polyclinic."
How can I apply for Medical Fee Assistance Card (MFAC)?,"The Medical Fee Assistance Card will no longer be issued from 1 July 2018. If you are receiving ComCare, you can seek treatment at your Public Healthcare Institution(s) (including Public Hospitals, National Speciality Centres and Polyclinics) using your ComCare approval letter instead."
How can I apply for MFEC?,"Applications can be made through the MOH-funded nursing homes, or MSF-funded sheltered and disability homes where you are residing."
